Pass Number,Observer,Time (UTCGregorian),Azimuth (deg),Elevation (deg),Range (km)
120,AntenaLDTEA,04 Jan 2024 08:00:42.439,254.093,47.115,539.735
120,AntenaLDTEA,04 Jan 2024 08:01:42.439,94.008,80.470,410.801
120,AntenaLDTEA,04 Jan 2024 08:02:42.439,79.309,37.917,630.085
120,AntenaLDTEA,04 Jan 2024 08:03:42.439,78.181,20.249,987.499
120,AntenaLDTEA,04 Jan 2024 08:04:42.439,77.726,11.253,1378.715
120,AntenaLDTEA,04 Jan 2024 08:05:24.363,77.530,7.000,1658.912
121,AntenaLDTEA,04 Jan 2024 09:36:18.493,276.676,7.000,1659.238
121,AntenaLDTEA,04 Jan 2024 09:37:18.493,285.193,12.447,1312.250
121,AntenaLDTEA,04 Jan 2024 09:38:18.493,299.939,19.287,1018.153
121,AntenaLDTEA,04 Jan 2024 09:39:18.493,325.616,25.672,836.492
121,AntenaLDTEA,04 Jan 2024 09:40:18.493,358.705,25.318,844.142
121,AntenaLDTEA,04 Jan 2024 09:41:18.493,23.467,18.682,1036.873
121,AntenaLDTEA,04 Jan 2024 09:42:18.493,37.599,11.915,1336.326
121,AntenaLDTEA,04 Jan 2024 09:43:12.976,45.219,7.000,1652.333
122,AntenaLDTEA,05 Jan 2024 00:27:17.229,326.097,7.000,1603.795
122,AntenaLDTEA,05 Jan 2024 00:28:17.229,337.769,11.701,1304.524
122,AntenaLDTEA,05 Jan 2024 00:29:17.229,355.786,16.385,1086.144
122,AntenaLDTEA,05 Jan 2024 00:30:17.229,20.336,18.632,1004.054
122,AntenaLDTEA,05 Jan 2024 00:31:17.229,44.800,16.397,1089.861
122,AntenaLDTEA,05 Jan 2024 00:32:17.229,62.671,11.756,1310.741
122,AntenaLDTEA,05 Jan 2024 00:33:17.229,74.229,7.100,1611.431
122,AntenaLDTEA,05 Jan 2024 00:33:18.603,74.439,7.000,1618.916
123,AntenaLDTEA,05 Jan 2024 02:04:42.256,289.863,7.000,1616.009
123,AntenaLDTEA,05 Jan 2024 02:05:42.256,291.673,13.620,1216.790
123,AntenaLDTEA,05 Jan 2024 02:06:42.256,295.559,24.685,835.320
123,AntenaLDTEA,05 Jan 2024 02:07:42.256,309.144,48.051,515.846
123,AntenaLDTEA,05 Jan 2024 02:08:42.256,54.485,64.579,432.713
123,AntenaLDTEA,05 Jan 2024 02:09:42.256,90.139,33.032,679.307
123,AntenaLDTEA,05 Jan 2024 02:10:42.256,96.348,17.994,1042.853
123,AntenaLDTEA,05 Jan 2024 02:11:42.256,98.799,9.888,1436.245
123,AntenaLDTEA,05 Jan 2024 02:12:11.941,99.525,7.000,1634.991
124,AntenaLDTEA,05 Jan 2024 03:43:04.569,264.452,7.000,1630.806
124,AntenaLDTEA,05 Jan 2024 03:44:04.569,259.765,13.323,1244.327
124,AntenaLDTEA,05 Jan 2024 03:45:04.569,250.491,23.130,884.932
124,AntenaLDTEA,05 Jan 2024 03:46:04.569,226.135,39.002,605.596
124,AntenaLDTEA,05 Jan 2024 03:47:04.569,166.602,44.900,548.486
124,AntenaLDTEA,05 Jan 2024 03:48:04.569,129.433,28.546,765.219
124,AntenaLDTEA,05 Jan 2024 03:49:04.569,116.554,16.667,1104.377
124,AntenaLDTEA,05 Jan 2024 03:50:04.569,110.631,9.335,1483.368
124,AntenaLDTEA,05 Jan 2024 03:50:29.693,109.015,7.000,1647.138
125,AntenaLDTEA,05 Jan 2024 05:21:34.791,251.685,7.000,1644.003
125,AntenaLDTEA,05 Jan 2024 05:22:34.791,245.797,13.095,1267.086
125,AntenaLDTEA,05 Jan 2024 05:23:34.791,234.600,22.055,923.481
125,AntenaLDTEA,05 Jan 2024 05:24:34.791,208.957,34.522,669.063
125,AntenaLDTEA,05 Jan 2024 05:25:34.791,160.490,37.874,625.761
125,AntenaLDTEA,05 Jan 2024 05:26:34.791,126.780,25.921,827.537
125,AntenaLDTEA,05 Jan 2024 05:27:34.791,112.408,15.718,1151.579
125,AntenaLDTEA,05 Jan 2024 05:28:34.791,105.301,8.892,1520.808
125,AntenaLDTEA,05 Jan 2024 05:28:55.833,103.613,7.000,1655.295
126,AntenaLDTEA,05 Jan 2024 06:59:51.294,253.980,7.000,1652.978
126,AntenaLDTEA,05 Jan 2024 07:00:51.294,251.957,13.467,1255.763
126,AntenaLDTEA,05 Jan 2024 07:01:51.294,247.892,24.017,875.519
126,AntenaLDTEA,05 Jan 2024 07:02:51.294,235.155,45.411,551.706
126,AntenaLDTEA,05 Jan 2024 07:03:51.294,142.701,66.422,438.581
126,AntenaLDTEA,05 Jan 2024 07:04:51.294,96.047,35.742,656.467
126,AntenaLDTEA,05 Jan 2024 07:05:51.294,88.279,19.530,1009.555
126,AntenaLDTEA,05 Jan 2024 07:06:51.294,85.230,10.895,1398.108
126,AntenaLDTEA,05 Jan 2024 07:07:30.351,84.064,7.000,1657.862
127,AntenaLDTEA,05 Jan 2024 08:38:16.788,270.300,7.000,1657.060
127,AntenaLDTEA,05 Jan 2024 08:39:16.788,276.493,12.972,1283.500
127,AntenaLDTEA,05 Jan 2024 08:40:16.788,288.182,21.528,945.913
127,AntenaLDTEA,05 Jan 2024 08:41:16.788,313.718,32.715,700.714
127,AntenaLDTEA,05 Jan 2024 08:42:16.788,358.438,35.348,661.609
127,AntenaLDTEA,05 Jan 2024 08:43:16.788,30.621,24.773,857.388
127,AntenaLDTEA,05 Jan 2024 08:44:16.788,45.272,15.205,1175.542
127,AntenaLDTEA,05 Jan 2024 08:45:16.788,52.676,8.588,1541.228
127,AntenaLDTEA,05 Jan 2024 08:45:34.655,54.192,7.000,1654.585
128,AntenaLDTEA,05 Jan 2024 10:18:08.044,307.917,7.000,1654.031
128,AntenaLDTEA,05 Jan 2024 10:19:08.044,322.605,9.210,1497.885
128,AntenaLDTEA,05 Jan 2024 10:20:08.044,339.587,9.983,1447.485
128,AntenaLDTEA,05 Jan 2024 10:21:08.044,356.374,8.934,1513.572
128,AntenaLDTEA,05 Jan 2024 10:21:58.367,8.553,7.000,1649.149
129,AntenaLDTEA,05 Jan 2024 23:29:58.680,338.253,7.000,1598.925
129,AntenaLDTEA,05 Jan 2024 23:30:58.680,352.143,10.558,1364.551
129,AntenaLDTEA,05 Jan 2024 23:31:58.680,10.674,13.049,1230.999
129,AntenaLDTEA,05 Jan 2024 23:32:58.680,31.484,13.064,1232.147
129,AntenaLDTEA,05 Jan 2024 23:33:58.680,49.958,10.605,1367.697
129,AntenaLDTEA,05 Jan 2024 23:34:58.680,63.778,7.080,1603.512
129,AntenaLDTEA,05 Jan 2024 23:34:59.995,64.030,7.000,1609.496
130,AntenaLDTEA,06 Jan 2024 01:06:56.780,297.708,7.000,1608.255
130,AntenaLDTEA,06 Jan 2024 01:07:56.780,301.860,13.464,1217.287
130,AntenaLDTEA,06 Jan 2024 01:08:56.780,310.435,23.779,851.963
130,AntenaLDTEA,06 Jan 2024 01:09:56.780,335.103,41.535,567.151
130,AntenaLDTEA,06 Jan 2024 01:10:56.780,41.939,47.055,520.416
130,AntenaLDTEA,06 Jan 2024 01:11:56.780,77.700,28.222,757.324
130,AntenaLDTEA,06 Jan 2024 01:12:56.780,88.876,16.117,1108.373
130,AntenaLDTEA,06 Jan 2024 01:13:56.780,93.863,8.848,1494.290
130,AntenaLDTEA,06 Jan 2024 01:14:16.652,94.944,7.000,1625.400
131,AntenaLDTEA,06 Jan 2024 02:45:10.205,269.691,7.000,1621.420
131,AntenaLDTEA,06 Jan 2024 02:46:10.205,266.090,13.474,1228.511
131,AntenaLDTEA,06 Jan 2024 02:47:10.205,258.763,23.902,858.124
131,AntenaLDTEA,06 Jan 2024 02:48:10.205,237.078,42.988,559.823
131,AntenaLDTEA,06 Jan 2024 02:49:10.205,163.928,52.118,491.838
131,AntenaLDTEA,06 Jan 2024 02:50:10.205,124.830,30.534,722.562
131,AntenaLDTEA,06 Jan 2024 02:51:10.205,114.061,17.256,1073.649
131,AntenaLDTEA,06 Jan 2024 02:52:10.205,109.378,9.567,1459.816
131,AntenaLDTEA,06 Jan 2024 02:52:37.207,108.035,7.000,1638.212
132,AntenaLDTEA,06 Jan 2024 04:23:41.891,253.384,7.000,1634.841
132,AntenaLDTEA,06 Jan 2024 04:24:41.891,247.260,13.092,1259.205
132,AntenaLDTEA,06 Jan 2024 04:25:41.891,235.612,22.005,918.500
132,AntenaLDTEA,06 Jan 2024 04:26:41.891,209.262,34.078,670.626
132,AntenaLDTEA,06 Jan 2024 04:27:41.891,161.645,36.638,636.716
132,AntenaLDTEA,06 Jan 2024 04:28:41.891,129.118,25.030,843.079
132,AntenaLDTEA,06 Jan 2024 04:29:41.891,114.960,15.191,1168.142
132,AntenaLDTEA,06 Jan 2024 04:30:41.891,107.856,8.541,1537.522
132,AntenaLDTEA,06 Jan 2024 04:30:59.231,106.436,7.000,1648.219
133,AntenaLDTEA,06 Jan 2024 06:02:00.973,252.030,7.000,1645.431
133,AntenaLDTEA,06 Jan 2024 06:03:00.973,248.562,13.392,1253.109
133,AntenaLDTEA,06 Jan 2024 06:04:00.973,241.632,23.577,882.192
133,AntenaLDTEA,06 Jan 2024 06:05:00.973,221.740,42.148,578.409
133,AntenaLDTEA,06 Jan 2024 06:06:00.973,150.817,53.768,490.860
133,AntenaLDTEA,06 Jan 2024 06:07:00.973,107.993,32.222,705.567
133,AntenaLDTEA,06 Jan 2024 06:08:00.973,96.535,18.248,1050.784
133,AntenaLDTEA,06 Jan 2024 06:09:00.973,91.674,10.224,1434.367
133,AntenaLDTEA,06 Jan 2024 06:09:34.314,90.017,7.000,1653.990
134,AntenaLDTEA,06 Jan 2024 07:40:19.692,264.966,7.000,1652.148
134,AntenaLDTEA,06 Jan 2024 07:41:19.692,268.882,13.315,1262.251
134,AntenaLDTEA,06 Jan 2024 07:42:19.692,276.766,23.191,896.096
134,AntenaLDTEA,06 Jan 2024 07:43:19.692,298.375,40.118,601.569
134,AntenaLDTEA,06 Jan 2024 07:44:19.692,1.660,49.238,521.275
134,AntenaLDTEA,06 Jan 2024 07:45:19.692,42.607,30.858,729.979
134,AntenaLDTEA,06 Jan 2024 07:46:19.692,55.217,17.772,1069.673
134,AntenaLDTEA,06 Jan 2024 07:47:19.692,60.687,9.978,1450.231
134,AntenaLDTEA,06 Jan 2024 07:47:50.815,62.437,7.000,1654.170
135,AntenaLDTEA,06 Jan 2024 09:19:33.634,294.615,7.000,1653.840
135,AntenaLDTEA,06 Jan 2024 09:20:33.634,307.654,10.648,1408.701
135,AntenaLDTEA,06 Jan 2024 09:21:33.634,325.309,13.434,1256.466
135,AntenaLDTEA,06 Jan 2024 09:22:33.634,345.858,13.910,1232.671
135,AntenaLDTEA,06 Jan 2024 09:23:33.634,4.878,11.740,1344.181
135,AntenaLDTEA,06 Jan 2024 09:24:33.634,19.484,8.230,1561.855
135,AntenaLDTEA,06 Jan 2024 09:24:53.477,23.327,7.000,1650.489
136,AntenaLDTEA,06 Jan 2024 22:32:59.178,354.304,7.000,1596.682
136,AntenaLDTEA,06 Jan 2024 22:33:59.178,9.840,8.933,1463.035
136,AntenaLDTEA,06 Jan 2024 22:34:59.178,27.201,9.286,1441.689
136,AntenaLDTEA,06 Jan 2024 22:35:59.178,43.651,7.884,1537.476
136,AntenaLDTEA,06 Jan 2024 22:36:22.320,49.261,7.000,1602.051
137,AntenaLDTEA,07 Jan 2024 00:09:15.410,306.200,7.000,1602.787
137,AntenaLDTEA,07 Jan 2024 00:10:15.410,312.863,13.117,1229.119
137,AntenaLDTEA,07 Jan 2024 00:11:15.410,325.746,21.986,895.354
137,AntenaLDTEA,07 Jan 2024 00:12:15.410,354.342,33.078,666.780
137,AntenaLDTEA,07 Jan 2024 00:13:15.410,40.134,33.337,664.076
137,AntenaLDTEA,07 Jan 2024 00:14:15.410,69.253,22.358,889.324
137,AntenaLDTEA,07 Jan 2024 00:15:15.410,82.351,13.444,1221.823
137,AntenaLDTEA,07 Jan 2024 00:16:15.410,89.087,7.293,1594.973
137,AntenaLDTEA,07 Jan 2024 00:16:18.811,89.368,7.000,1616.753
138,AntenaLDTEA,07 Jan 2024 01:47:16.933,275.664,7.000,1613.414
138,AntenaLDTEA,07 Jan 2024 01:48:16.933,273.507,13.604,1214.833
138,AntenaLDTEA,07 Jan 2024 01:49:16.933,269.026,24.619,834.460
138,AntenaLDTEA,07 Jan 2024 01:50:16.933,253.867,47.594,517.361
138,AntenaLDTEA,07 Jan 2024 01:51:16.933,153.430,62.694,437.564
138,AntenaLDTEA,07 Jan 2024 01:52:16.933,116.827,32.539,684.083
138,AntenaLDTEA,07 Jan 2024 01:53:16.933,109.865,17.771,1046.883
138,AntenaLDTEA,07 Jan 2024 01:54:16.933,106.992,9.747,1439.700
138,AntenaLDTEA,07 Jan 2024 01:54:45.270,106.140,7.000,1629.165
139,AntenaLDTEA,07 Jan 2024 03:25:48.195,256.030,7.000,1625.809
139,AntenaLDTEA,07 Jan 2024 03:26:48.195,249.984,13.139,1248.766
139,AntenaLDTEA,07 Jan 2024 03:27:48.195,238.381,22.201,906.331
139,AntenaLDTEA,07 Jan 2024 03:28:48.195,211.618,34.645,657.416
139,AntenaLDTEA,07 Jan 2024 03:29:48.195,162.717,37.021,627.043
139,AntenaLDTEA,07 Jan 2024 03:30:48.195,130.296,24.936,839.344
139,AntenaLDTEA,07 Jan 2024 03:31:48.195,116.480,15.023,1168.244
139,AntenaLDTEA,07 Jan 2024 03:32:48.195,109.582,8.387,1539.893
139,AntenaLDTEA,07 Jan 2024 03:33:03.794,108.334,7.000,1639.861
140,AntenaLDTEA,07 Jan 2024 05:04:10.837,250.915,7.000,1636.924
140,AntenaLDTEA,07 Jan 2024 05:05:10.837,246.278,13.298,1250.427
140,AntenaLDTEA,07 Jan 2024 05:06:10.837,237.142,23.048,890.526
140,AntenaLDTEA,07 Jan 2024 05:07:10.837,213.247,38.881,609.092
140,AntenaLDTEA,07 Jan 2024 05:08:10.837,153.889,45.270,546.917
140,AntenaLDTEA,07 Jan 2024 05:09:10.837,116.031,28.893,760.072
140,AntenaLDTEA,07 Jan 2024 05:10:10.837,102.983,16.863,1098.002
140,AntenaLDTEA,07 Jan 2024 05:11:10.837,97.019,9.456,1476.553
140,AntenaLDTEA,07 Jan 2024 05:11:37.116,95.330,7.000,1647.806
141,AntenaLDTEA,07 Jan 2024 06:42:25.917,260.513,7.000,1645.257
141,AntenaLDTEA,07 Jan 2024 06:43:25.917,262.264,13.506,1247.016
141,AntenaLDTEA,07 Jan 2024 06:44:25.917,265.968,24.193,865.707
141,AntenaLDTEA,07 Jan 2024 06:45:25.917,278.196,46.202,541.563
141,AntenaLDTEA,07 Jan 2024 06:46:25.917,16.076,66.969,434.042
141,AntenaLDTEA,07 Jan 2024 06:47:25.917,59.548,35.210,659.686
141,AntenaLDTEA,07 Jan 2024 06:48:25.917,66.488,19.173,1016.181
141,AntenaLDTEA,07 Jan 2024 06:49:25.917,69.155,10.644,1406.489
141,AntenaLDTEA,07 Jan 2024 06:50:02.599,70.097,7.000,1651.113
142,AntenaLDTEA,07 Jan 2024 08:21:16.812,284.969,7.000,1650.108
142,AntenaLDTEA,07 Jan 2024 08:22:16.812,295.989,11.682,1346.234
142,AntenaLDTEA,07 Jan 2024 08:23:16.812,313.010,16.482,1117.038
142,AntenaLDTEA,07 Jan 2024 08:24:16.812,336.756,19.196,1015.523
142,AntenaLDTEA,07 Jan 2024 08:25:16.812,1.540,17.452,1078.715
142,AntenaLDTEA,07 Jan 2024 08:26:16.812,20.293,12.877,1282.224
142,AntenaLDTEA,07 Jan 2024 08:27:16.812,32.558,8.077,1571.808
142,AntenaLDTEA,07 Jan 2024 08:27:31.333,34.807,7.000,1649.923
143,AntenaLDTEA,07 Jan 2024 23:11:39.096,315.441,7.000,1599.972
143,AntenaLDTEA,07 Jan 2024 23:12:39.096,324.648,12.545,1255.124
143,AntenaLDTEA,07 Jan 2024 23:13:39.096,340.813,19.457,969.479
143,AntenaLDTEA,07 Jan 2024 23:14:39.096,8.590,25.262,810.080
143,AntenaLDTEA,07 Jan 2024 23:15:39.096,41.676,23.587,851.812
143,AntenaLDTEA,07 Jan 2024 23:16:39.096,64.604,16.728,1071.325
143,AntenaLDTEA,07 Jan 2024 23:17:39.096,77.467,10.323,1386.005
143,AntenaLDTEA,07 Jan 2024 23:18:17.142,82.656,7.000,1609.931
144,AntenaLDTEA,08 Jan 2024 00:49:25.334,282.300,7.000,1607.579
144,AntenaLDTEA,08 Jan 2024 00:50:25.334,281.938,13.675,1205.909
144,AntenaLDTEA,08 Jan 2024 00:51:25.334,281.230,25.029,820.145
144,AntenaLDTEA,08 Jan 2024 00:52:25.334,278.746,50.725,492.615
144,AntenaLDTEA,08 Jan 2024 00:53:25.334,113.306,72.268,407.398
144,AntenaLDTEA,08 Jan 2024 00:54:25.334,105.075,33.475,665.452
144,AntenaLDTEA,08 Jan 2024 00:55:25.334,103.977,17.911,1035.393
144,AntenaLDTEA,08 Jan 2024 00:56:25.334,103.497,9.745,1432.103
144,AntenaLDTEA,08 Jan 2024 00:56:53.388,103.345,7.000,1620.947
145,AntenaLDTEA,08 Jan 2024 02:27:53.822,259.607,7.000,1617.878
145,AntenaLDTEA,08 Jan 2024 02:28:53.822,253.976,13.231,1236.894
145,AntenaLDTEA,08 Jan 2024 02:29:53.822,242.976,22.638,888.193
145,AntenaLDTEA,08 Jan 2024 02:30:53.822,216.218,36.308,630.371
145,AntenaLDTEA,08 Jan 2024 02:31:53.822,163.532,39.150,597.367
145,AntenaLDTEA,08 Jan 2024 02:32:53.822,130.217,25.639,816.966
145,AntenaLDTEA,08 Jan 2024 02:33:53.822,116.932,15.216,1152.292
145,AntenaLDTEA,08 Jan 2024 02:34:53.822,110.457,8.435,1528.092
145,AntenaLDTEA,08 Jan 2024 02:35:09.779,109.269,7.000,1631.213
146,AntenaLDTEA,08 Jan 2024 04:06:20.312,250.683,7.000,1628.385
146,AntenaLDTEA,08 Jan 2024 04:07:20.312,245.172,13.209,1247.273
146,AntenaLDTEA,08 Jan 2024 04:08:20.312,234.465,22.568,897.513
146,AntenaLDTEA,08 Jan 2024 04:09:20.312,208.470,36.322,635.714
146,AntenaLDTEA,08 Jan 2024 04:10:20.312,155.774,39.903,594.213
146,AntenaLDTEA,08 Jan 2024 04:11:20.312,121.486,26.329,807.837
146,AntenaLDTEA,08 Jan 2024 04:12:20.312,107.911,15.664,1140.794
146,AntenaLDTEA,08 Jan 2024 04:13:20.312,101.353,8.749,1515.526
146,AntenaLDTEA,08 Jan 2024 04:13:39.608,99.923,7.000,1640.109
147,AntenaLDTEA,08 Jan 2024 05:44:34.431,256.866,7.000,1637.273
147,AntenaLDTEA,08 Jan 2024 05:45:34.431,256.622,13.574,1236.809
147,AntenaLDTEA,08 Jan 2024 05:46:34.431,256.196,24.551,851.568
147,AntenaLDTEA,08 Jan 2024 05:47:34.431,254.900,48.598,519.895
147,AntenaLDTEA,08 Jan 2024 05:48:34.431,85.452,77.311,408.512
147,AntenaLDTEA,08 Jan 2024 05:49:34.431,78.395,36.070,644.496
147,AntenaLDTEA,08 Jan 2024 05:50:34.431,77.671,19.294,1007.338
147,AntenaLDTEA,08 Jan 2024 05:51:34.431,77.359,10.649,1400.871
147,AntenaLDTEA,08 Jan 2024 05:52:10.967,77.233,7.000,1645.767
148,AntenaLDTEA,08 Jan 2024 07:23:09.692,277.235,7.000,1643.939
148,AntenaLDTEA,08 Jan 2024 07:24:09.692,286.036,12.454,1299.216
148,AntenaLDTEA,08 Jan 2024 07:25:09.692,301.255,19.239,1009.973
148,AntenaLDTEA,08 Jan 2024 07:26:09.692,327.394,25.307,837.480
148,AntenaLDTEA,08 Jan 2024 07:27:09.692,0.050,24.545,856.230
148,AntenaLDTEA,08 Jan 2024 07:28:09.692,24.039,17.975,1055.966
148,AntenaLDTEA,08 Jan 2024 07:29:09.692,37.779,11.408,1358.483
148,AntenaLDTEA,08 Jan 2024 07:29:59.437,44.719,7.000,1647.144
149,AntenaLDTEA,08 Jan 2024 22:14:09.313,325.678,7.000,1599.853
149,AntenaLDTEA,08 Jan 2024 22:15:09.313,337.304,11.721,1298.300
149,AntenaLDTEA,08 Jan 2024 22:16:09.313,355.364,16.460,1077.197
149,AntenaLDTEA,08 Jan 2024 22:17:09.313,20.155,18.751,993.041
149,AntenaLDTEA,08 Jan 2024 22:18:09.313,44.909,16.461,1078.780
149,AntenaLDTEA,08 Jan 2024 22:19:09.313,62.903,11.736,1301.024
149,AntenaLDTEA,08 Jan 2024 22:20:09.313,74.472,7.031,1603.360
149,AntenaLDTEA,08 Jan 2024 22:20:09.732,74.536,7.000,1605.648
150,AntenaLDTEA,08 Jan 2024 23:51:36.026,289.541,7.000,1604.420
150,AntenaLDTEA,08 Jan 2024 23:52:36.026,291.279,13.642,1204.267
150,AntenaLDTEA,08 Jan 2024 23:53:36.026,295.054,24.840,821.795
150,AntenaLDTEA,08 Jan 2024 23:54:36.026,308.697,48.923,502.542
150,AntenaLDTEA,08 Jan 2024 23:55:36.026,58.970,63.906,428.421
150,AntenaLDTEA,08 Jan 2024 23:56:36.026,91.147,32.019,684.557
150,AntenaLDTEA,08 Jan 2024 23:57:36.026,96.825,17.338,1051.943
150,AntenaLDTEA,08 Jan 2024 23:58:36.026,99.085,9.409,1447.328
150,AntenaLDTEA,08 Jan 2024 23:59:00.905,99.661,7.000,1614.404
151,AntenaLDTEA,09 Jan 2024 01:29:59.072,264.071,7.000,1611.897
151,AntenaLDTEA,09 Jan 2024 01:30:59.072,259.208,13.355,1225.118
151,AntenaLDTEA,09 Jan 2024 01:31:59.072,249.480,23.269,866.556
151,AntenaLDTEA,09 Jan 2024 01:32:59.072,223.627,39.162,592.602
151,AntenaLDTEA,09 Jan 2024 01:33:59.072,163.587,43.435,550.663
151,AntenaLDTEA,09 Jan 2024 01:34:59.072,128.501,27.132,779.249
151,AntenaLDTEA,09 Jan 2024 01:35:59.072,116.168,15.737,1123.327
151,AntenaLDTEA,09 Jan 2024 01:36:59.072,110.406,8.665,1504.775
151,AntenaLDTEA,09 Jan 2024 01:37:17.197,109.230,7.000,1623.266
152,AntenaLDTEA,09 Jan 2024 03:08:28.930,251.387,7.000,1620.743
152,AntenaLDTEA,09 Jan 2024 03:09:28.930,245.316,13.147,1243.428
152,AntenaLDTEA,09 Jan 2024 03:10:28.930,233.628,22.239,900.894
152,AntenaLDTEA,09 Jan 2024 03:11:28.930,206.559,34.712,652.854
152,AntenaLDTEA,09 Jan 2024 03:12:28.930,157.394,36.835,625.667
152,AntenaLDTEA,09 Jan 2024 03:13:28.930,125.265,24.658,841.109
152,AntenaLDTEA,09 Jan 2024 03:14:28.930,111.614,14.800,1171.712
152,AntenaLDTEA,09 Jan 2024 03:15:28.930,104.793,8.210,1544.347
152,AntenaLDTEA,09 Jan 2024 03:15:42.570,103.704,7.000,1631.880
153,AntenaLDTEA,09 Jan 2024 04:46:44.334,254.009,7.000,1629.139
153,AntenaLDTEA,09 Jan 2024 04:47:44.334,251.990,13.549,1230.851
153,AntenaLDTEA,09 Jan 2024 04:48:44.334,247.860,24.389,850.023
153,AntenaLDTEA,09 Jan 2024 04:49:44.334,234.266,46.887,529.056
153,AntenaLDTEA,09 Jan 2024 04:50:44.334,134.442,65.004,434.573
153,AntenaLDTEA,09 Jan 2024 04:51:44.334,94.567,33.883,670.666
153,AntenaLDTEA,09 Jan 2024 04:52:44.334,87.588,18.467,1030.356
153,AntenaLDTEA,09 Jan 2024 04:53:44.334,84.776,10.189,1421.908
153,AntenaLDTEA,09 Jan 2024 04:54:16.816,83.847,7.000,1638.794
154,AntenaLDTEA,09 Jan 2024 06:25:09.000,270.789,7.000,1636.390
154,AntenaLDTEA,09 Jan 2024 06:26:09.000,277.274,13.009,1263.897
154,AntenaLDTEA,09 Jan 2024 06:27:09.000,289.583,21.607,929.687
154,AntenaLDTEA,09 Jan 2024 06:28:09.000,316.320,32.497,693.759
154,AntenaLDTEA,09 Jan 2024 06:29:09.000,0.781,34.048,670.712
154,AntenaLDTEA,09 Jan 2024 06:30:09.000,31.395,23.557,877.510
154,AntenaLDTEA,09 Jan 2024 06:31:09.000,45.461,14.397,1200.164
154,AntenaLDTEA,09 Jan 2024 06:32:09.000,52.675,8.024,1567.830
154,AntenaLDTEA,09 Jan 2024 06:32:20.725,53.677,7.000,1642.312
155,AntenaLDTEA,09 Jan 2024 08:05:02.107,309.383,7.000,1641.805
155,AntenaLDTEA,09 Jan 2024 08:06:02.107,324.310,9.080,1495.997
155,AntenaLDTEA,09 Jan 2024 08:07:02.107,341.298,9.679,1457.676
155,AntenaLDTEA,09 Jan 2024 08:08:02.107,357.815,8.505,1534.976
155,AntenaLDTEA,09 Jan 2024 08:08:41.844,7.369,7.000,1642.701
156,AntenaLDTEA,09 Jan 2024 21:16:48.922,337.508,7.000,1602.166
156,AntenaLDTEA,09 Jan 2024 21:17:48.922,351.253,10.606,1363.176
156,AntenaLDTEA,09 Jan 2024 21:18:48.922,9.751,13.194,1223.690
156,AntenaLDTEA,09 Jan 2024 21:19:48.922,30.752,13.296,1219.071
156,AntenaLDTEA,09 Jan 2024 21:20:48.922,49.524,10.839,1350.798
156,AntenaLDTEA,09 Jan 2024 21:21:48.922,63.569,7.264,1584.862
156,AntenaLDTEA,09 Jan 2024 21:21:53.198,64.394,7.000,1604.369
157,AntenaLDTEA,09 Jan 2024 22:53:49.675,297.353,7.000,1604.101
157,AntenaLDTEA,09 Jan 2024 22:54:49.675,301.418,13.464,1212.150
157,AntenaLDTEA,09 Jan 2024 22:55:49.675,309.860,23.836,845.362
157,AntenaLDTEA,09 Jan 2024 22:56:49.675,334.572,41.938,558.779
157,AntenaLDTEA,09 Jan 2024 22:57:49.675,43.036,47.322,513.570
157,AntenaLDTEA,09 Jan 2024 22:58:49.675,78.458,27.973,754.611
157,AntenaLDTEA,09 Jan 2024 22:59:49.675,89.323,15.852,1108.181
157,AntenaLDTEA,09 Jan 2024 23:00:49.675,94.158,8.614,1495.635
157,AntenaLDTEA,09 Jan 2024 23:01:06.995,95.081,7.000,1610.199
158,AntenaLDTEA,10 Jan 2024 00:32:04.402,269.347,7.000,1608.482
158,AntenaLDTEA,10 Jan 2024 00:33:04.402,265.613,13.487,1215.225
158,AntenaLDTEA,10 Jan 2024 00:34:04.402,257.955,23.988,845.109
158,AntenaLDTEA,10 Jan 2024 00:35:04.402,235.011,43.158,550.053
158,AntenaLDTEA,10 Jan 2024 00:36:04.402,161.526,50.611,493.387
158,AntenaLDTEA,10 Jan 2024 00:37:04.402,124.444,29.311,732.833
158,AntenaLDTEA,10 Jan 2024 00:38:04.402,113.948,16.492,1087.269
158,AntenaLDTEA,10 Jan 2024 00:39:04.402,109.316,9.019,1475.138
158,AntenaLDTEA,10 Jan 2024 00:39:25.812,108.232,7.000,1616.895
159,AntenaLDTEA,10 Jan 2024 02:10:36.378,253.065,7.000,1614.841
159,AntenaLDTEA,10 Jan 2024 02:11:36.378,246.764,13.125,1238.926
159,AntenaLDTEA,10 Jan 2024 02:12:36.378,234.657,22.126,899.310
159,AntenaLDTEA,10 Jan 2024 02:13:36.378,207.067,34.123,657.319
159,AntenaLDTEA,10 Jan 2024 02:14:36.378,159.039,35.619,637.463
159,AntenaLDTEA,10 Jan 2024 02:15:36.378,127.849,23.878,855.412
159,AntenaLDTEA,10 Jan 2024 02:16:36.378,114.291,14.344,1186.094
159,AntenaLDTEA,10 Jan 2024 02:17:36.378,107.424,7.901,1558.462
159,AntenaLDTEA,10 Jan 2024 02:17:46.632,106.585,7.000,1624.153
160,AntenaLDTEA,10 Jan 2024 03:48:54.804,251.964,7.000,1621.784
160,AntenaLDTEA,10 Jan 2024 03:49:54.804,248.437,13.464,1228.397
